1901	400
1902	400
1903	400
1904	400
1905	400
1906	400
1907	400
1908	400
1909	400
1910	400
1911	400
1912	400
1913	400
1914	400
1915	400
1916	400
1917	400
1918	400
1919	400
1920	400
1921	400
1922	400
1923	400
1924	400
1925	400
1926	400
1927	400
1928	400
1929	400
1930	400
1931	400
1932	400
1933	400
1934	400
1935	400
1936	400
1937	400
1938	400
1939	400
1940	400
1941	400
1942	400
1943	400
1944	400
1945	400
1946	400
1947	400
1948	400
1949	400
1950	400
1951	400
1952	400
1953	400
1954	400
1955	400
1956	400
1957	400
1958	400
1959	400
1960	400
1961	400
1962	400
1963	400
1964	400
1965	400
1966	400
1967	400
1968	400
1969	400
1970	400
1971	400
1972	400
1973	400
1974	400
1975	400
1976	400
1977	400
1978	400
1979	400
1980	400
1981	400
1982	400
1983	400
1984	400
1985	400
1986	400
1987	400
1988	400
1989	400
1990	400
1991	400
1992	400
1993	400
1994	400
1995	400
1996	400
1997	400
1998	400
1999	400
2000	400
2001	400
2002	400
2003	400
2004	400
2005	400
2006	400
2007	400
2008	400
2009	400
2010	400
2011	400
2012	400
2013	400
2014	400
2015	400
2016	400
2017	400
2018	400
2019	400
2020	400
2021	400
2022	400
2023	400
2024	400
2025	400
2026	400
2027	400
2028	400
2029	400
2030	400
2031	400
2032	400
2033	400
2034	400
2035	400
2036	400
2037	400
2038	400
2039	400
2040	400
2041	400
2042	400
2043	400
2044	400
2045	400
2046	400
2047	400
2048	400
2049	400
2050	400
2051	400
2052	400
2053	400
2054	400
2055	400
2056	400
2057	400
2058	400
2059	400
2060	400
2061	400
2062	400
2063	400
2064	400
2065	400
2066	400
2067	400
2068	400
2069	400
2070	400
2071	400
2072	400
2073	400
2074	400
2075	400
2076	400
2077	400
2078	400
2079	400
2080	400
2081	400
2082	400
2083	400
2084	400
2085	400
2086	400
2087	400
2088	400
2089	400
2090	400
2091	400
2092	400
2093	400
2094	400
2095	400
2096	400
2097	400
2098	400
2099	400
2100	400
2101	400
2102	400
2103	400
2104	400
2105	400
2106	400
2107	400
2108	400
2109	400
2110	400
2111	400
2112	400
2113	400
2114	400
2115	400
2116	400
2117	400
2118	400
2119	400
2120	400
2121	400
2122	400
2123	400
2124	400
2125	400
2126	400
2127	400
2128	400
2129	400
2130	400
2131	400
2132	400
2133	400
2134	400
2135	400
2136	400
2137	400
2138	400
2139	400
2140	400
2141	400
2142	400
2143	400
2144	400
2145	400
2146	400
2147	400
2148	400
2149	400
2150	400
2151	400
2152	400
2153	400
2154	400
2155	400
2156	400
2157	400
2158	400
2159	400
2160	400
2161	400
2162	400
2163	400
2164	400
2165	400
2166	400
2167	400
2168	400
2169	400
2170	400
2171	400
2172	400
2173	400
2174	400
2175	400
2176	400
2177	400
2178	400
2179	400
2180	400
2181	400
2182	400
2183	400
2184	400
2185	400
2186	400
2187	400
2188	400
2189	400
2190	400
2191	400
2192	400
2193	400
2194	400
2195	400
2196	400
2197	400
2198	400
2199	400
2200	400
